work_candidate_id	family_id	provisional_short_label	author_original	author_normalized	year	title_original	title_normalized	publication_details	language	script	translation_relevance	evidence_raw_references	review_status	notes
work-raw-iub1-94	fam-raw-iub1-94	IUB1-94								latin	unknown	IUB1-94	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-98	fam-raw-iub1-98	IUB1-98								latin	unknown	IUB1-98	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-bed-b-600-7	fam-raw-iub1-bed-b-600-7	IUB1- BED B 600-7								latin	unknown	IUB1- BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1184-185	fam-raw-iub1184-185	IUB1184, 185								latin	unknown	IUB1184, 185	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1bm1-84	fam-raw-iub1bm1-84	IUB1BM1--84								latin	unknown	IUB1BM1--84	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-132	fam-raw-iub2-132	IUB2-132								latin	unknown	IUB2-132	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-133	fam-raw-iub2-133	IUB2-133								latin	unknown	IUB2-133	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-134	fam-raw-iub2-134	IUB2-134								latin	unknown	IUB2-134	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-135	fam-raw-iub2-135	IUB2-135								latin	unknown	IUB2-135	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-136	fam-raw-iub2-136	IUB2-136								latin	unknown	IUB2-136	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-137	fam-raw-iub2-137	IUB2-137								latin	unknown	IUB2-137	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-138	fam-raw-iub2-138	IUB2-138								latin	unknown	IUB2-138	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-186-187	fam-raw-iub2-186-187	IUB2-186-187								latin	unknown	IUB2-186-187	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-197	fam-raw-iub2-197	IUB2-197								latin	unknown	IUB2-197	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-198	fam-raw-iub2-198	IUB2-198								latin	unknown	IUB2-198	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-200	fam-raw-iub2-200	IUB2-200								latin	unknown	IUB2-200	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-202	fam-raw-iub2-202	IUB2-202								latin	unknown	IUB2-202	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-203	fam-raw-iub2-203	IUB2-203								latin	unknown	IUB2-203	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-204	fam-raw-iub2-204	IUB2-204								latin	unknown	IUB2-204	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-205	fam-raw-iub2-205	IUB2-205								latin	unknown	IUB2-205	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-206	fam-raw-iub2-206	IUB2-206								latin	unknown	IUB2-206	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-207	fam-raw-iub2-207	IUB2-207								latin	unknown	IUB2-207	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-209	fam-raw-iub2-209	IUB2-209								latin	unknown	IUB2-209	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-210	fam-raw-iub2-210	IUB2-210								latin	unknown	IUB2-210	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-212	fam-raw-iub2-212	IUB2-212								latin	unknown	IUB2-212	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-225-226	fam-raw-iub2-225-226	IUB2-225-226								latin	unknown	IUB2-225-226	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-229	fam-raw-iub2-229	IUB2-229								latin	unknown	IUB2-229	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-231	fam-raw-iub2-231	IUB2-231								latin	unknown	IUB2-231	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-232	fam-raw-iub2-232	IUB2-232								latin	unknown	IUB2-232	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-233-bed-b-557-4	fam-raw-iub2-233-bed-b-557-4	iub2 233 bed b 557 4								latin	unknown	IUB2-233 BED B 557-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-250	fam-raw-iub2-250	IUB2-250								latin	unknown	IUB2-250	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-254	fam-raw-iub2-254	IUB2-254								latin	unknown	IUB2-254	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-259	fam-raw-iub2-259	IUB2-259								latin	unknown	IUB2-259	unreviewed	No stronger conservative family signal was detected.
work-raw-iub2-260	fam-raw-iub2-260	IUB2-260								latin	unknown	IUB2-260	unreviewed	No stronger conservative family signal was detected.
work-raw-list-106	fam-raw-list-106	copy List 106								latin	unknown	copy List 106	unreviewed	No stronger conservative family signal was detected.
work-raw-list-114	fam-raw-list-114	copy List 114								latin	unknown	copy List 114	unreviewed	No stronger conservative family signal was detected.
work-raw-list-150	fam-raw-list-150	copy List 150								latin	unknown	copy List 150	unreviewed	No stronger conservative family signal was detected.
work-raw-list-163-162	fam-raw-list-163-162	copy List 163 (162?)								latin	unknown	copy List 163 (162?)	unreviewed	No stronger conservative family signal was detected.
work-raw-list-221	fam-raw-list-221	copy List 221								latin	unknown	copy List 221	unreviewed	No stronger conservative family signal was detected.
work-raw-list-28-dated-cs-433-1071	fam-raw-list-28-dated-cs-433-1071	list 28 dated cs 433 1071								latin	unknown	copy List 28 (dated CS 433/ 1071)	unreviewed	No stronger conservative family signal was detected.
work-raw-list-316-317	fam-raw-list-316-317	copy List 316-317								latin	unknown	copy List 316-317	unreviewed	No stronger conservative family signal was detected.
work-raw-list-347	fam-raw-list-347	copy List 347								latin	unknown	copy List 347	unreviewed	No stronger conservative family signal was detected.
work-raw-list-402	fam-raw-list-402	copy List 402								latin	unknown	copy List 402	unreviewed	No stronger conservative family signal was detected.
work-raw-list-427	fam-raw-list-427	copy List 427								latin	unknown	copy List 427	unreviewed	No stronger conservative family signal was detected.
work-raw-list-486	fam-raw-list-486	copy List 486								latin	unknown	copy List 486	unreviewed	No stronger conservative family signal was detected.
work-raw-list-5	fam-raw-list-5	copy List 5								latin	unknown	copy List 5	unreviewed	No stronger conservative family signal was detected.
work-raw-list-918	fam-raw-list-918	copy List 918								latin	unknown	copy List 918	unreviewed	No stronger conservative family signal was detected.
work-raw-lubeigt-pagan	fam-raw-lubeigt-pagan	Lubeigt, Pagan, p. 339	Lubeigt	lubeigt		Pagan	pagan			latin	unknown	Lubeigt, Pagan, p. 339	unreviewed	No stronger conservative family signal was detected.
work-raw-luce-2829	fam-raw-luce-2829	Luce 2829								latin	unknown	Luce 2829	unreviewed	No stronger conservative family signal was detected.
work-raw-luce-c-570	fam-raw-luce-c-570	Luce C 570								latin	unknown	Luce C 570	unreviewed	No stronger conservative family signal was detected.
work-raw-luce-d-809	fam-raw-luce-d-809	Luce D 809								latin	unknown	Luce D 809	unreviewed	No stronger conservative family signal was detected.
work-raw-luce-files-g-1763	fam-raw-luce-files-g-1763	Luce files G 1763								latin	unknown	Luce files G 1763	unreviewed	No stronger conservative family signal was detected.
work-raw-luce-g-1899	fam-raw-luce-g-1899	Luce G 1899			1899					latin	unknown	Luce G 1899	unreviewed	No stronger conservative family signal was detected.
work-raw-luce-g-1964	fam-raw-luce-g-1964	Luce G 1964			1964					latin	unknown	Luce G 1964	unreviewed	No stronger conservative family signal was detected.
work-raw-luce-j-2665	fam-raw-luce-j-2665	Luce J 2665								latin	unknown	Luce J 2665	unreviewed	No stronger conservative family signal was detected.
work-raw-luce-j-2667	fam-raw-luce-j-2667	Luce J 2667								latin	unknown	Luce J 2667	unreviewed	No stronger conservative family signal was detected.
work-raw-luce-j-2672	fam-raw-luce-j-2672	Luce J 2672								latin	unknown	Luce J 2672	unreviewed	No stronger conservative family signal was detected.
work-raw-luce-j-2675	fam-raw-luce-j-2675	Luce J 2675								latin	unknown	Luce J 2675	unreviewed	No stronger conservative family signal was detected.
work-raw-luce-obep	fam-raw-luce-obep	Luce, OBEP, p. 109	Luce	luce		OBEP	obep			latin	unknown	Luce, OBEP, p. 109	unreviewed	No stronger conservative family signal was detected.
work-raw-luce-obep-1	fam-raw-luce-obep-1	Luce, OBEP 1, p. 117-25	Luce	luce		OBEP 1	obep 1			latin	unknown	Luce, OBEP 1, p. 117-25	unreviewed	No stronger conservative family signal was detected.
work-raw-luce-u-tin-htway-15th-century-library	fam-raw-luce-u-tin-htway-15th-century-library	luce u tin htway 15th century library	Luce/U Tin Htway	luce/u tin htway				“15th Century Library”		latin	unknown	Luce/U Tin Htway, “15th Century Library”	unreviewed	No stronger conservative family signal was detected.
work-raw-mm-3	fam-raw-mm-3	copy MM 3, no. 30, p. 131								latin	unknown	copy MM 3, no. 30, p. 131	unreviewed	No stronger conservative family signal was detected.
work-raw-mp	fam-raw-mp	MP, p. 107								latin	unknown	MP, p. 107 | MP, p. 13 | MP, p. 151	unreviewed	No stronger conservative family signal was detected.
work-raw-mp-1	fam-raw-mp-1	MP 1, p. 81								latin	unknown	MP 1, p. 81 | MP 1, no. 1, p. 1 | MP 1, p. 139	unreviewed	No stronger conservative family signal was detected.
work-raw-mp-2	fam-raw-mp-2	MP 2, p. 159								latin	unknown	MP 2, p. 159 | MP 2, p. 61 | MP 2, p. 65	unreviewed	No stronger conservative family signal was detected.
work-raw-myaketu-nandhale-hmattan	fam-raw-myaketu-nandhale-hmattan	Myaketu, Nandhale Hmattan, p. 29-30	Myaketu	myaketu		Nandhale Hmattan	nandhale hmattan			latin	unknown	Myaketu, Nandhale Hmattan, p. 29-30	unreviewed	No stronger conservative family signal was detected.
work-raw-nce-list-216	fam-raw-nce-list-216	NCE List 216								latin	unknown	NCE List 216	unreviewed	No stronger conservative family signal was detected.
work-raw-not-in-u-min-hswe	fam-raw-not-in-u-min-hswe	(not in U Min Hswe)								latin	unknown	(not in U Min Hswe)	unreviewed	No stronger conservative family signal was detected.
work-raw-other-copies-are-list-148	fam-raw-other-copies-are-list-148	other copies are List 148								latin	unknown	other copies are List 148	unreviewed	No stronger conservative family signal was detected.
work-raw-partly-in-list	fam-raw-partly-in-list	partly in List								latin	unknown	partly in List	unreviewed	No stronger conservative family signal was detected.
work-raw-partly-list-116	fam-raw-partly-list-116	copy (partly): List 116								latin	unknown	copy (partly): List 116	unreviewed	No stronger conservative family signal was detected.
work-raw-picture-archdept-on-file	fam-raw-picture-archdept-on-file	picture (ArchDept) on file								latin	unknown	picture (ArchDept) on file	unreviewed	No stronger conservative family signal was detected.
work-raw-ref-pl-i-73	fam-raw-ref-pl-i-73	Ref.: Pl. I 73								latin	unknown	Ref.: Pl. I 73	unreviewed	No stronger conservative family signal was detected.
work-raw-rsasb-1912	fam-raw-rsasb-1912	RSASB 1912, p. 34			1912					latin	unknown	RSASB 1912, p. 34	unreviewed	No stronger conservative family signal was detected.
work-raw-rsasb-1915	fam-raw-rsasb-1915	RSASB 1915, p. 57			1915					latin	unknown	RSASB 1915, p. 57	unreviewed	No stronger conservative family signal was detected.
work-raw-rsasb-1926	fam-raw-rsasb-1926	RSASB 1926, p. 26			1926					latin	unknown	RSASB 1926, p. 26	unreviewed	No stronger conservative family signal was detected.
work-raw-rsasb-926-and-app-g	fam-raw-rsasb-926-and-app-g	RSASB 926, p. 26 and App. G, no. 13								latin	unknown	RSASB 926, p. 26 and App. G, no. 13	unreviewed	No stronger conservative family signal was detected.
work-raw-similar-but-incomplete-version-pl-ii-144	fam-raw-similar-but-incomplete-version-pl-ii-144	similar but incomplete version Pl. II 144								latin	likely_translation	similar but incomplete version Pl. II 144	unreviewed	Kept as a narrow title-specific family because the reference may represent a translation-related work.
work-raw-strachan-pagan	fam-raw-strachan-pagan	Strachan, Pagan, p. 127-8	Strachan	strachan		Pagan	pagan			latin	unknown	Strachan, Pagan, p. 127-8	unreviewed	No stronger conservative family signal was detected.
work-raw-than-tun-hnaung-dwe	fam-raw-than-tun-hnaung-dwe	Than Tun, Hnaung-dwe, no. 8, p. 18	Than Tun	than tun		Hnaung-dwe, no. 8	hnaung dwe			latin	unknown	Than Tun, Hnaung-dwe, no. 8, p. 18	unreviewed	No stronger conservative family signal was detected.
work-raw-u-kyaw-bagan-minsa	fam-raw-u-kyaw-bagan-minsa	U Kyaw, “Bagan Minsa”, p. 195	U Kyaw	u kyaw		“Bagan Minsa”	bagan minsa			latin	unknown	U Kyaw, “Bagan Minsa”, p. 195	unreviewed	No stronger conservative family signal was detected.
work-raw-u-maung-maung-lat-nos-1-2	fam-raw-u-maung-maung-lat-nos-1-2	u maung maung lat nos 1 2	U Maung Maung Lat	u maung maung lat				nos. 1+2		latin	unknown	U Maung Maung Lat, nos. 1+2	unreviewed	No stronger conservative family signal was detected.
work-raw-u-nyein-maung-s-update-to-obi-5-htupayon	fam-raw-u-nyein-maung-s-update-to-obi-5-htupayon	u nyein maung s update to obi 5 htupayon								latin	unknown	U Nyein Maung’s update to OBI 5 (Htupayon), p. 2	unreviewed	No stronger conservative family signal was detected.
work-raw-u-nyein-maung-she-haung-pancama-twe-nauk-hset-twe	fam-raw-u-nyein-maung-she-haung-pancama-twe-nauk-hset-twe	u nyein maung she haung pancama twe nauk hset twe	U Nyein Maung	u nyein maung		She-haung … Pancama-twe Nauk-hset-twe	she haung pancama twe nauk hset twe			latin	unknown	U Nyein Maung, She-haung … Pancama-twe Nauk-hset-twe, p. 1	unreviewed	No stronger conservative family signal was detected.
work-raw-u-pe-maung-tin-the-myazedi-inscription-in-nava-rat-kui-svay-rangoon-1966	fam-raw-u-pe-maung-tin-the-myazedi-inscription-in-nava-rat-kui-svay-rangoon-1966	u pe maung tin the myazedi inscription in nava rat kui svay rangoon 1966	U Pe Maung Tin	u pe maung tin	1966	The Myazedi Inscription	the myazedi inscription			latin	unknown	U Pe Maung Tin, The Myazedi Inscription, in Nava-rat Kui:-s…	unreviewed	No stronger conservative family signal was detected.
work-raw-u-tha-myat-the-pali-version-of-the-myazedi-inscription-rangoon-1958	fam-raw-u-tha-myat-the-pali-version-of-the-myazedi-inscription-rangoon-1958	U Tha Myat, The Pali Version of the Myazedi Inscription, Rangoon 1958	U Tha Myat	u tha myat	1958			The Pali Version of the Myazedi Inscription, Rangoon 1958		latin	likely_translation	U Tha Myat, The Pali Version of the Myazedi Inscription, Ra…	unreviewed	Kept as a narrow title-specific family because the reference may represent a translation-related work.
work-raw-u-tin-htway-first-burmese-royal-inscription	fam-raw-u-tin-htway-first-burmese-royal-inscription	u tin htway first burmese royal inscription	U Tin Htway	u tin htway				“First Burmese Royal Inscription”		latin	unknown	U Tin Htway, “First Burmese Royal Inscription”	unreviewed	No stronger conservative family signal was detected.
work-raw-u-tin-lwin-rajakumar-s-inscription-in-pali-in-takkasuil-yangon-1989	fam-raw-u-tin-lwin-rajakumar-s-inscription-in-pali-in-takkasuil-yangon-1989	U Tin Lwin, Rajakumar's Inscription in Pali, in Takkasuil ... (repr. Yangon 198…	U Tin Lwin	u tin lwin	1989	Rajakumar's Inscription	rajakumar s inscription			latin	likely_translation	U Tin Lwin, Rajakumar's Inscription in Pali, in Takkasuil .…	unreviewed	Kept as a narrow title-specific family because the reference may represent a translation-related work.
work-raw-ub-1	fam-raw-ub-1	UB 1, p. 297								latin	unknown	UB 1, p. 297 | UB 1, p. 300 | UB 1, p. 191	unreviewed	No stronger conservative family signal was detected.
work-raw-ub-1-u-min-hswe	fam-raw-ub-1-u-min-hswe	UB 1, p. 219, U Min Hswe, no. 71								latin	unknown	UB 1, p. 219, U Min Hswe, no. 71	unreviewed	No stronger conservative family signal was detected.
work-raw-ub-2	fam-raw-ub-2	UB 2, p. 203								latin	unknown	UB 2, p. 203 | UB 2 p. 233 | UB 2, p. 133	unreviewed	No stronger conservative family signal was detected.
work-raw-ub-2-135	fam-raw-ub-2-135	UB 2, 135								latin	unknown	UB 2, 135	unreviewed	No stronger conservative family signal was detected.
work-raw-ub1	fam-raw-ub1	UB1, p. 287								latin	unknown	UB1, p. 287	unreviewed	No stronger conservative family signal was detected.
